Student_ID,Attendance (%),Internal Test 1 (out of 40),Internal Test 2 (out of 40),Assignment Score (out of 10),Daily Study Hours,Final Exam Marks (out of 100),Academic_Risk,Attendance_Category,Study_Hours_Category,Average_Internal_Score,Total_Internal_Score,Engagement_Score,Engagement_Level,Performance_Grade
S2065,96,32,40,8,3,76,Low Risk,Excellent,Moderate,36.0,72,0.7866666666666666,Moderate,C
S2066,68,22,26,5,1,39,High Risk,Average,Low,24.0,48,0.46,Low,F
S2067,94,30,40,7,3,68,Moderate Risk,Excellent,Moderate,35.0,70,0.7466666666666666,Moderate,D
S2068,78,34,30,7,3,65,Moderate Risk,Good,Moderate,32.0,64,0.6933333333333334,Moderate,D
S2069,90,27,21,6,3,51,Moderate Risk,Excellent,Moderate,24.0,48,0.7000000000000001,Moderate,E
S2070,77,30,33,7,3,60,Moderate Risk,Good,Moderate,31.5,63,0.69,Moderate,D
S2071,88,24,37,6,2,56,Moderate Risk,Good,Low,30.5,61,0.6266666666666666,Moderate,E
S2072,89,37,39,10,3,89,Low Risk,Good,Moderate,38.0,76,0.8300000000000001,High,B
S2073,91,30,36,9,3,73,Moderate Risk,Excellent,Moderate,33.0,66,0.8033333333333333,High,C
S2074,74,25,28,6,3,38,High Risk,Average,Moderate,26.5,53,0.6466666666666666,Moderate,F
S2075,90,39,33,8,3,71,Moderate Risk,Excellent,Moderate,36.0,72,0.7666666666666667,Moderate,C
S2076,89,36,39,9,3,85,Low Risk,Good,Moderate,37.5,75,0.7966666666666667,Moderate,B
S2077,78,29,23,7,2,53,Moderate Risk,Good,Low,26.0,52,0.6266666666666666,Moderate,E
S2078,100,32,37,7,3,78,Low Risk,Excellent,Moderate,34.5,69,0.7666666666666666,Moderate,C
S2079,88,35,36,8,4,83,Low Risk,Good,Moderate,35.5,71,0.8266666666666668,High,B
S2080,80,35,33,6,4,58,Moderate Risk,Good,Moderate,34.0,68,0.7333333333333334,Moderate,E
S2081,83,25,29,6,3,58,Moderate Risk,Good,Moderate,27.0,54,0.6766666666666666,Moderate,E
S2082,91,37,40,10,4,86,Low Risk,Excellent,Moderate,38.5,77,0.9033333333333333,High,B
S2083,76,32,23,6,2,49,High Risk,Good,Low,27.5,55,0.5866666666666666,Low,F
S2084,74,36,29,7,2,54,Moderate Risk,Average,Low,32.5,65,0.6133333333333333,Moderate,E
S2085,88,30,33,7,3,67,Moderate Risk,Good,Moderate,31.5,63,0.7266666666666667,Moderate,D
S2086,76,30,30,7,3,48,High Risk,Good,Moderate,30.0,60,0.6866666666666666,Moderate,F
S2087,100,37,40,10,3,86,Low Risk,Excellent,Moderate,38.5,77,0.8666666666666667,High,B
S2088,92,30,29,9,3,65,Moderate Risk,Excellent,Moderate,29.5,59,0.8066666666666666,High,D
S2089,93,32,35,6,2,66,Moderate Risk,Excellent,Low,33.5,67,0.6433333333333334,Moderate,D
S2090,94,36,38,7,3,79,Low Risk,Excellent,Moderate,37.0,74,0.7466666666666666,Moderate,C
S2091,86,32,32,7,2,61,Moderate Risk,Good,Low,32.0,64,0.6533333333333333,Moderate,D
S2092,78,29,34,8,3,64,Moderate Risk,Good,Moderate,31.5,63,0.7266666666666667,Moderate,D
S2093,80,34,25,6,3,56,Moderate Risk,Good,Moderate,29.5,59,0.6666666666666666,Moderate,E
S2094,92,36,33,7,3,72,Moderate Risk,Excellent,Moderate,34.5,69,0.7400000000000001,Moderate,C
S2095,80,25,39,7,3,61,Moderate Risk,Good,Moderate,32.0,64,0.7000000000000001,Moderate,D
S2096,75,28,24,5,2,37,High Risk,Good,Low,26.0,52,0.5499999999999999,Low,F
S2097,92,40,40,8,2,75,Low Risk,Excellent,Low,40.0,80,0.7066666666666667,Moderate,C
S2098,98,39,33,7,3,78,Low Risk,Excellent,Moderate,36.0,72,0.7599999999999999,Moderate,C
S2099,75,27,25,6,4,45,High Risk,Good,Moderate,26.0,52,0.7166666666666668,Moderate,F
S2100,90,32,32,7,3,63,Moderate Risk,Excellent,Moderate,32.0,64,0.7333333333333334,Moderate,D
S2101,87,29,26,7,3,50,Moderate Risk,Good,Moderate,27.5,55,0.7233333333333333,Moderate,E
S2102,91,37,29,7,3,71,Moderate Risk,Excellent,Moderate,33.0,66,0.7366666666666667,Moderate,C
S2103,87,36,30,9,3,70,Moderate Risk,Good,Moderate,33.0,66,0.79,Moderate,C
S2104,89,34,39,9,3,73,Moderate Risk,Good,Moderate,36.5,73,0.7966666666666667,Moderate,C
S2105,87,32,32,8,2,64,Moderate Risk,Good,Low,32.0,64,0.69,Moderate,D
S2106,95,38,40,10,3,81,Low Risk,Excellent,Moderate,39.0,78,0.85,High,B
S2107,89,29,38,9,3,75,Low Risk,Good,Moderate,33.5,67,0.7966666666666667,Moderate,C
S2108,82,33,25,6,4,59,Moderate Risk,Good,Moderate,29.0,58,0.7399999999999999,Moderate,E
S2109,69,27,25,6,2,42,High Risk,Average,Low,26.0,52,0.5633333333333334,Low,F
S2110,88,36,34,8,3,76,Low Risk,Good,Moderate,35.0,70,0.7600000000000001,Moderate,C
S2111,81,24,30,6,3,54,Moderate Risk,Good,Moderate,27.0,54,0.67,Moderate,E
S2112,78,33,30,7,3,66,Moderate Risk,Good,Moderate,31.5,63,0.6933333333333334,Moderate,D
S2113,80,32,29,8,3,53,Moderate Risk,Good,Moderate,30.5,61,0.7333333333333334,Moderate,E
S2114,89,32,39,8,3,72,Moderate Risk,Good,Moderate,35.5,71,0.7633333333333333,Moderate,C
S2115,98,37,33,8,4,74,Moderate Risk,Excellent,Moderate,35.0,70,0.86,High,C
S2116,97,30,32,8,3,63,Moderate Risk,Excellent,Moderate,31.0,62,0.79,Moderate,D
S2117,99,37,40,8,3,79,Low Risk,Excellent,Moderate,38.5,77,0.7966666666666667,Moderate,C
S2118,88,40,34,8,3,68,Moderate Risk,Good,Moderate,37.0,74,0.7600000000000001,Moderate,D
S2119,81,35,28,8,2,58,Moderate Risk,Good,Low,31.5,63,0.67,Moderate,E
S2120,82,31,33,7,3,66,Moderate Risk,Good,Moderate,32.0,64,0.7066666666666667,Moderate,D
S2121,83,29,32,6,3,55,Moderate Risk,Good,Moderate,30.5,61,0.6766666666666666,Moderate,E
S2122,90,29,34,8,2,66,Moderate Risk,Excellent,Low,31.5,63,0.7000000000000001,Moderate,D
S2123,84,37,32,8,2,61,Moderate Risk,Good,Low,34.5,69,0.68,Moderate,D
S2124,85,27,40,7,3,66,Moderate Risk,Good,Moderate,33.5,67,0.7166666666666667,Moderate,D
S2125,87,32,39,8,3,70,Moderate Risk,Good,Moderate,35.5,71,0.7566666666666667,Moderate,C
S2126,85,33,35,9,4,81,Low Risk,Good,Moderate,34.0,68,0.85,High,B
S2127,71,22,33,7,2,40,High Risk,Average,Low,27.5,55,0.6033333333333334,Moderate,F
S2128,89,38,31,7,3,61,Moderate Risk,Good,Moderate,34.5,69,0.73,Moderate,D
S2129,92,36,31,8,3,65,Moderate Risk,Excellent,Moderate,33.5,67,0.7733333333333334,Moderate,D
S2130,89,33,39,8,3,70,Moderate Risk,Good,Moderate,36.0,72,0.7633333333333333,Moderate,C
S2131,86,27,22,7,2,51,Moderate Risk,Good,Low,24.5,49,0.6533333333333333,Moderate,E
S2132,71,28,26,6,3,49,High Risk,Average,Moderate,27.0,54,0.6366666666666667,Moderate,F
S2133,100,37,35,9,3,79,Low Risk,Excellent,Moderate,36.0,72,0.8333333333333334,High,C
S2134,76,33,30,6,2,55,Moderate Risk,Good,Low,31.5,63,0.5866666666666666,Low,E
S2135,81,39,29,8,3,72,Moderate Risk,Good,Moderate,34.0,68,0.7366666666666667,Moderate,C
S2136,82,27,39,7,4,77,Low Risk,Good,Moderate,33.0,66,0.7733333333333334,Moderate,C
S2137,95,34,34,8,4,76,Low Risk,Excellent,Moderate,34.0,68,0.85,High,C
S2138,85,32,39,8,2,66,Moderate Risk,Good,Low,35.5,71,0.6833333333333332,Moderate,D
S2139,84,30,21,7,2,53,Moderate Risk,Good,Low,25.5,51,0.6466666666666666,Moderate,E
S2140,83,32,34,8,3,63,Moderate Risk,Good,Moderate,33.0,66,0.7433333333333333,Moderate,D
S2141,83,28,27,6,3,55,Moderate Risk,Good,Moderate,27.5,55,0.6766666666666666,Moderate,E
S2142,88,36,30,8,3,60,Moderate Risk,Good,Moderate,33.0,66,0.7600000000000001,Moderate,D
S2143,86,37,29,8,3,69,Moderate Risk,Good,Moderate,33.0,66,0.7533333333333334,Moderate,D
S2144,85,33,24,8,3,67,Moderate Risk,Good,Moderate,28.5,57,0.75,Moderate,D
S2145,97,34,40,8,4,86,Low Risk,Excellent,Moderate,37.0,74,0.8566666666666668,High,B
S2146,84,31,39,8,3,69,Moderate Risk,Good,Moderate,35.0,70,0.7466666666666667,Moderate,D
S2147,100,33,30,8,3,68,Moderate Risk,Excellent,Moderate,31.5,63,0.7999999999999999,Moderate,D
S2148,78,29,36,8,3,68,Moderate Risk,Good,Moderate,32.5,65,0.7266666666666667,Moderate,D
S2149,78,31,35,9,3,66,Moderate Risk,Good,Moderate,33.0,66,0.7600000000000001,Moderate,D
S2150,100,40,39,9,3,89,Low Risk,Excellent,Moderate,39.5,79,0.8333333333333334,High,B
S2151,85,30,28,7,3,63,Moderate Risk,Good,Moderate,29.0,58,0.7166666666666667,Moderate,D
S2152,93,31,35,8,3,68,Moderate Risk,Excellent,Moderate,33.0,66,0.7766666666666667,Moderate,D
S2153,76,34,37,8,3,65,Moderate Risk,Good,Moderate,35.5,71,0.7200000000000001,Moderate,D
S2154,86,33,34,8,2,60,Moderate Risk,Good,Low,33.5,67,0.6866666666666666,Moderate,D
S2155,83,40,30,8,3,69,Moderate Risk,Good,Moderate,35.0,70,0.7433333333333333,Moderate,D
S2156,84,32,32,8,3,72,Moderate Risk,Good,Moderate,32.0,64,0.7466666666666667,Moderate,C
S2157,93,40,35,8,2,76,Low Risk,Excellent,Low,37.5,75,0.71,Moderate,C
S2158,85,39,30,8,3,61,Moderate Risk,Good,Moderate,34.5,69,0.75,Moderate,D
S2159,86,32,31,8,3,68,Moderate Risk,Good,Moderate,31.5,63,0.7533333333333334,Moderate,D
S2160,92,30,35,7,3,76,Low Risk,Excellent,Moderate,32.5,65,0.7400000000000001,Moderate,C
S2161,86,34,40,9,2,78,Low Risk,Good,Low,37.0,74,0.7200000000000001,Moderate,C
S2162,100,40,37,8,4,82,Low Risk,Excellent,Moderate,38.5,77,0.8666666666666667,High,B
S2163,92,37,31,8,2,67,Moderate Risk,Excellent,Low,34.0,68,0.7066666666666667,Moderate,D
S2164,84,28,31,7,2,53,Moderate Risk,Good,Low,29.5,59,0.6466666666666666,Moderate,E
S2165,93,32,40,9,3,75,Low Risk,Excellent,Moderate,36.0,72,0.81,High,C
S2166,93,31,31,7,3,67,Moderate Risk,Excellent,Moderate,31.0,62,0.7433333333333333,Moderate,D
S2167,84,36,32,8,2,69,Moderate Risk,Good,Low,34.0,68,0.68,Moderate,D
S2168,85,27,32,7,3,65,Moderate Risk,Good,Moderate,29.5,59,0.7166666666666667,Moderate,D
S2169,94,37,36,8,3,74,Moderate Risk,Excellent,Moderate,36.5,73,0.7799999999999999,Moderate,C
S2170,84,27,29,6,2,53,Moderate Risk,Good,Low,28.0,56,0.6133333333333333,Moderate,E
S2171,76,28,26,6,2,48,High Risk,Good,Low,27.0,54,0.5866666666666666,Low,F
S2172,85,27,32,7,2,52,Moderate Risk,Good,Low,29.5,59,0.6499999999999999,Moderate,E
S2173,81,28,31,7,3,60,Moderate Risk,Good,Moderate,29.5,59,0.7033333333333333,Moderate,D
S2174,95,34,40,7,4,81,Low Risk,Excellent,Moderate,37.0,74,0.8166666666666668,High,B
S2175,93,33,37,7,3,76,Low Risk,Excellent,Moderate,35.0,70,0.7433333333333333,Moderate,C
S2176,88,40,40,10,3,90,Low Risk,Good,Moderate,40.0,80,0.8266666666666667,High,A
S2177,73,23,26,6,2,41,High Risk,Average,Low,24.5,49,0.5766666666666667,Low,F
S2178,82,35,33,9,3,72,Moderate Risk,Good,Moderate,34.0,68,0.7733333333333333,Moderate,C
S2179,86,36,35,7,3,66,Moderate Risk,Good,Moderate,35.5,71,0.7200000000000001,Moderate,D
S2180,83,37,38,8,4,82,Low Risk,Good,Moderate,37.5,75,0.8099999999999999,High,B
S2181,86,32,29,6,2,59,Moderate Risk,Good,Low,30.5,61,0.62,Moderate,E
S2182,73,30,23,7,3,49,High Risk,Average,Moderate,26.5,53,0.6766666666666666,Moderate,F
S2183,100,40,28,7,3,83,Low Risk,Excellent,Moderate,34.0,68,0.7666666666666666,Moderate,B
S2184,95,36,40,10,3,81,Low Risk,Excellent,Moderate,38.0,76,0.85,High,B
S2185,84,31,30,6,3,66,Moderate Risk,Good,Moderate,30.5,61,0.68,Moderate,D
S2186,100,37,38,7,3,75,Low Risk,Excellent,Moderate,37.5,75,0.7666666666666666,Moderate,C
S2187,78,32,34,8,3,65,Moderate Risk,Good,Moderate,33.0,66,0.7266666666666667,Moderate,D
S2188,90,36,29,8,2,69,Moderate Risk,Excellent,Low,32.5,65,0.7000000000000001,Moderate,D
S2189,83,36,22,8,3,51,Moderate Risk,Good,Moderate,29.0,58,0.7433333333333333,Moderate,E
S2190,97,34,34,8,3,71,Moderate Risk,Excellent,Moderate,34.0,68,0.79,Moderate,C
S2191,91,34,28,9,2,65,Moderate Risk,Excellent,Low,31.0,62,0.7366666666666667,Moderate,D
S2192,97,40,33,9,2,70,Moderate Risk,Excellent,Low,36.5,73,0.7566666666666667,Moderate,C
S2193,87,25,40,7,3,66,Moderate Risk,Good,Moderate,32.5,65,0.7233333333333333,Moderate,D
S2194,68,21,26,5,1,26,High Risk,Average,Low,23.5,47,0.46,Low,F
S2195,85,33,35,9,3,72,Moderate Risk,Good,Moderate,34.0,68,0.7833333333333333,Moderate,C
S2196,87,37,33,8,4,76,Low Risk,Good,Moderate,35.0,70,0.8233333333333333,High,C
S2197,81,32,35,8,3,72,Moderate Risk,Good,Moderate,33.5,67,0.7366666666666667,Moderate,C
S2198,78,36,33,9,3,54,Moderate Risk,Good,Moderate,34.5,69,0.7600000000000001,Moderate,E
S2199,95,34,34,8,2,68,Moderate Risk,Excellent,Low,34.0,68,0.7166666666666667,Moderate,D
S2200,94,32,39,8,3,74,Moderate Risk,Excellent,Moderate,35.5,71,0.7799999999999999,Moderate,C
S2201,77,28,26,7,3,43,High Risk,Good,Moderate,27.0,54,0.69,Moderate,F
S2202,73,30,28,6,3,54,Moderate Risk,Average,Moderate,29.0,58,0.6433333333333334,Moderate,E
S2203,91,36,37,8,3,68,Moderate Risk,Excellent,Moderate,36.5,73,0.77,Moderate,D
S2204,82,26,28,5,2,43,High Risk,Good,Low,27.0,54,0.5733333333333333,Low,F
S2205,70,19,21,6,2,32,High Risk,Average,Low,20.0,40,0.5666666666666665,Low,F
S2206,73,30,35,7,3,60,Moderate Risk,Average,Moderate,32.5,65,0.6766666666666666,Moderate,D
S2207,85,39,24,8,3,66,Moderate Risk,Good,Moderate,31.5,63,0.75,Moderate,D
S2208,93,35,32,9,3,72,Moderate Risk,Excellent,Moderate,33.5,67,0.81,High,C
S2209,73,33,35,7,3,61,Moderate Risk,Average,Moderate,34.0,68,0.6766666666666666,Moderate,D
S2210,86,32,27,6,2,56,Moderate Risk,Good,Low,29.5,59,0.62,Moderate,E
S2211,100,33,39,8,3,77,Low Risk,Excellent,Moderate,36.0,72,0.7999999999999999,Moderate,C
S2212,69,33,26,8,3,62,Moderate Risk,Average,Moderate,29.5,59,0.6966666666666667,Moderate,D
S2213,75,29,26,6,2,48,High Risk,Good,Low,27.5,55,0.5833333333333334,Low,F
S2214,78,26,27,6,3,51,Moderate Risk,Good,Moderate,26.5,53,0.66,Moderate,E
S2215,75,26,31,7,2,46,High Risk,Good,Low,28.5,57,0.6166666666666667,Moderate,F
S2216,100,40,36,8,3,91,Low Risk,Excellent,Moderate,38.0,76,0.7999999999999999,Moderate,A
S2217,83,27,34,7,2,58,Moderate Risk,Good,Low,30.5,61,0.6433333333333332,Moderate,E
S2218,84,27,34,8,2,58,Moderate Risk,Good,Low,30.5,61,0.68,Moderate,E
S2219,86,29,35,8,3,67,Moderate Risk,Good,Moderate,32.0,64,0.7533333333333334,Moderate,D
S2220,60,23,34,8,2,48,High Risk,Average,Low,28.5,57,0.6,Moderate,F
S2221,77,27,28,8,3,50,Moderate Risk,Good,Moderate,27.5,55,0.7233333333333333,Moderate,E
S2222,97,40,35,9,3,78,Low Risk,Excellent,Moderate,37.5,75,0.8233333333333334,High,C
S2223,94,37,34,8,3,73,Moderate Risk,Excellent,Moderate,35.5,71,0.7799999999999999,Moderate,C
S2224,82,25,29,6,3,52,Moderate Risk,Good,Moderate,27.0,54,0.6733333333333333,Moderate,E
S2225,77,21,31,8,3,59,Moderate Risk,Good,Moderate,26.0,52,0.7233333333333333,Moderate,E
S2226,81,37,33,8,3,68,Moderate Risk,Good,Moderate,35.0,70,0.7366666666666667,Moderate,D
S2227,93,28,31,6,3,62,Moderate Risk,Excellent,Moderate,29.5,59,0.71,Moderate,D
S2228,87,24,35,7,3,56,Moderate Risk,Good,Moderate,29.5,59,0.7233333333333333,Moderate,E
S2229,93,34,35,8,3,77,Low Risk,Excellent,Moderate,34.5,69,0.7766666666666667,Moderate,C
S2230,77,31,39,7,3,62,Moderate Risk,Good,Moderate,35.0,70,0.69,Moderate,D
S2231,84,26,28,6,2,59,Moderate Risk,Good,Low,27.0,54,0.6133333333333333,Moderate,E
S2232,97,37,35,9,3,82,Low Risk,Excellent,Moderate,36.0,72,0.8233333333333334,High,B
S2233,78,27,38,8,1,56,Moderate Risk,Good,Low,32.5,65,0.5933333333333334,Low,E
S2234,72,28,32,7,3,55,Moderate Risk,Average,Moderate,30.0,60,0.6733333333333333,Moderate,E
S2235,95,38,38,8,3,84,Low Risk,Excellent,Moderate,38.0,76,0.7833333333333333,Moderate,B
S2236,86,35,31,8,3,66,Moderate Risk,Good,Moderate,33.0,66,0.7533333333333334,Moderate,D
S2237,87,31,32,8,3,70,Moderate Risk,Good,Moderate,31.5,63,0.7566666666666667,Moderate,C
S2238,75,29,28,6,2,47,High Risk,Good,Low,28.5,57,0.5833333333333334,Low,F
S2239,78,32,26,6,3,55,Moderate Risk,Good,Moderate,29.0,58,0.66,Moderate,E
S2240,83,37,30,7,3,64,Moderate Risk,Good,Moderate,33.5,67,0.71,Moderate,D
S2241,76,30,33,8,3,61,Moderate Risk,Good,Moderate,31.5,63,0.7200000000000001,Moderate,D
S2242,95,40,37,9,3,76,Low Risk,Excellent,Moderate,38.5,77,0.8166666666666668,High,C
S2243,99,33,37,9,3,76,Low Risk,Excellent,Moderate,35.0,70,0.8300000000000001,High,C
S2244,91,38,32,8,2,66,Moderate Risk,Excellent,Low,35.0,70,0.7033333333333333,Moderate,D
S2245,79,32,36,8,3,66,Moderate Risk,Good,Moderate,34.0,68,0.73,Moderate,D
S2246,88,40,34,9,3,82,Low Risk,Good,Moderate,37.0,74,0.7933333333333333,Moderate,B
S2247,73,27,33,6,3,51,Moderate Risk,Average,Moderate,30.0,60,0.6433333333333334,Moderate,E
S2248,91,28,29,7,3,62,Moderate Risk,Excellent,Moderate,28.5,57,0.7366666666666667,Moderate,D
S2249,88,34,29,6,2,65,Moderate Risk,Good,Low,31.5,63,0.6266666666666666,Moderate,D
S2250,82,29,28,7,2,51,Moderate Risk,Good,Low,28.5,57,0.64,Moderate,E
S2251,90,36,34,7,3,69,Moderate Risk,Excellent,Moderate,35.0,70,0.7333333333333334,Moderate,D
S2252,81,25,33,6,3,60,Moderate Risk,Good,Moderate,29.0,58,0.67,Moderate,D
S2253,87,32,33,8,2,64,Moderate Risk,Good,Low,32.5,65,0.69,Moderate,D
S2254,100,36,37,7,4,88,Low Risk,Excellent,Moderate,36.5,73,0.8333333333333334,High,B
S2255,99,39,34,8,4,93,Low Risk,Excellent,Moderate,36.5,73,0.8633333333333333,High,A
S2256,85,35,24,7,2,59,Moderate Risk,Good,Low,29.5,59,0.6499999999999999,Moderate,E
S2257,81,29,32,8,2,59,Moderate Risk,Good,Low,30.5,61,0.67,Moderate,E
S2258,84,30,36,7,3,66,Moderate Risk,Good,Moderate,33.0,66,0.7133333333333334,Moderate,D
S2259,80,28,31,7,2,58,Moderate Risk,Good,Low,29.5,59,0.6333333333333333,Moderate,E
S2260,83,33,32,8,3,78,Low Risk,Good,Moderate,32.5,65,0.7433333333333333,Moderate,C
S2261,76,31,25,7,2,49,High Risk,Good,Low,28.0,56,0.62,Moderate,F
S2262,87,30,25,6,3,54,Moderate Risk,Good,Moderate,27.5,55,0.69,Moderate,E
S2263,88,32,35,7,4,75,Low Risk,Good,Moderate,33.5,67,0.7933333333333333,Moderate,C
S2264,75,32,38,7,3,63,Moderate Risk,Good,Moderate,35.0,70,0.6833333333333332,Moderate,D
S2265,87,30,38,8,3,67,Moderate Risk,Good,Moderate,34.0,68,0.7566666666666667,Moderate,D
S2266,85,28,40,7,4,74,Moderate Risk,Good,Moderate,34.0,68,0.7833333333333332,Moderate,C
S2267,86,34,33,8,2,73,Moderate Risk,Good,Low,33.5,67,0.6866666666666666,Moderate,C
S2268,88,30,40,8,3,86,Low Risk,Good,Moderate,35.0,70,0.7600000000000001,Moderate,B
S2269,89,33,31,8,2,55,Moderate Risk,Good,Low,32.0,64,0.6966666666666667,Moderate,E
S2270,94,34,40,9,4,81,Low Risk,Excellent,Moderate,37.0,74,0.8799999999999999,High,B
S2271,97,28,40,7,4,77,Low Risk,Excellent,Moderate,34.0,68,0.8233333333333333,High,C
S2272,93,35,35,8,4,74,Moderate Risk,Excellent,Moderate,35.0,70,0.8433333333333334,High,C
S2273,84,35,40,9,3,82,Low Risk,Good,Moderate,37.5,75,0.7799999999999999,Moderate,B
S2274,81,25,36,7,2,61,Moderate Risk,Good,Low,30.5,61,0.6366666666666667,Moderate,D
S2275,88,28,31,8,3,64,Moderate Risk,Good,Moderate,29.5,59,0.7600000000000001,Moderate,D
S2276,89,30,31,7,2,68,Moderate Risk,Good,Low,30.5,61,0.6633333333333332,Moderate,D
S2277,84,28,29,8,3,66,Moderate Risk,Good,Moderate,28.5,57,0.7466666666666667,Moderate,D
S2278,99,33,36,9,3,71,Moderate Risk,Excellent,Moderate,34.5,69,0.8300000000000001,High,C
S2279,84,30,28,6,3,62,Moderate Risk,Good,Moderate,29.0,58,0.68,Moderate,D
S2280,91,38,36,9,3,80,Low Risk,Excellent,Moderate,37.0,74,0.8033333333333333,High,B
S2281,87,33,29,7,3,63,Moderate Risk,Good,Moderate,31.0,62,0.7233333333333333,Moderate,D
S2282,84,27,32,6,2,53,Moderate Risk,Good,Low,29.5,59,0.6133333333333333,Moderate,E
S2283,78,30,33,8,2,62,Moderate Risk,Good,Low,31.5,63,0.66,Moderate,D
S2284,81,32,32,7,3,62,Moderate Risk,Good,Moderate,32.0,64,0.7033333333333333,Moderate,D
S2285,95,34,36,8,3,68,Moderate Risk,Excellent,Moderate,35.0,70,0.7833333333333333,Moderate,D
S2286,72,28,25,5,3,43,High Risk,Average,Moderate,26.5,53,0.6066666666666666,Moderate,F
S2287,87,31,40,7,2,69,Moderate Risk,Good,Low,35.5,71,0.6566666666666666,Moderate,D
S2288,86,34,31,8,3,67,Moderate Risk,Good,Moderate,32.5,65,0.7533333333333334,Moderate,D
S2289,70,23,24,6,3,37,High Risk,Average,Moderate,23.5,47,0.6333333333333333,Moderate,F
S2290,77,23,31,6,3,45,High Risk,Good,Moderate,27.0,54,0.6566666666666667,Moderate,F
S2291,91,33,32,9,3,70,Moderate Risk,Excellent,Moderate,32.5,65,0.8033333333333333,High,C
S2292,86,31,36,7,3,69,Moderate Risk,Good,Moderate,33.5,67,0.7200000000000001,Moderate,D
S2293,93,29,39,8,2,74,Moderate Risk,Excellent,Low,34.0,68,0.71,Moderate,C
S2294,80,28,35,6,3,68,Moderate Risk,Good,Moderate,31.5,63,0.6666666666666666,Moderate,D
S2295,89,33,40,8,5,85,Low Risk,Good,High,36.5,73,0.8966666666666666,High,B
S2296,83,37,33,8,3,71,Moderate Risk,Good,Moderate,35.0,70,0.7433333333333333,Moderate,C
S2297,75,28,26,7,3,54,Moderate Risk,Good,Moderate,27.0,54,0.6833333333333332,Moderate,E
S2298,72,31,29,6,3,54,Moderate Risk,Average,Moderate,30.0,60,0.64,Moderate,E
S2299,90,39,35,9,3,75,Low Risk,Excellent,Moderate,37.0,74,0.7999999999999999,Moderate,C
S2300,75,33,27,6,2,58,Moderate Risk,Good,Low,30.0,60,0.5833333333333334,Low,E
S2301,79,29,31,6,3,56,Moderate Risk,Good,Moderate,30.0,60,0.6633333333333334,Moderate,E
S2302,86,37,23,7,2,53,Moderate Risk,Good,Low,30.0,60,0.6533333333333333,Moderate,E
S2303,69,30,25,7,2,50,Moderate Risk,Average,Low,27.5,55,0.5966666666666667,Low,E
S2304,73,32,29,8,3,48,High Risk,Average,Moderate,30.5,61,0.71,Moderate,F
S2305,75,28,23,7,4,50,Moderate Risk,Good,Moderate,25.5,51,0.75,Moderate,E
S2306,84,36,27,8,2,63,Moderate Risk,Good,Low,31.5,63,0.68,Moderate,D
S2307,96,37,34,9,3,76,Low Risk,Excellent,Moderate,35.5,71,0.82,High,C
S2308,88,36,32,7,2,67,Moderate Risk,Good,Low,34.0,68,0.66,Moderate,D
S2309,87,30,39,8,3,77,Low Risk,Good,Moderate,34.5,69,0.7566666666666667,Moderate,C
S2310,89,29,36,8,3,66,Moderate Risk,Good,Moderate,32.5,65,0.7633333333333333,Moderate,D
S2311,100,40,32,10,4,84,Low Risk,Excellent,Moderate,36.0,72,0.9333333333333332,High,B
S2312,75,27,28,6,2,49,High Risk,Good,Low,27.5,55,0.5833333333333334,Low,F
S2313,90,35,34,8,4,78,Low Risk,Excellent,Moderate,34.5,69,0.8333333333333334,High,C
S2314,86,40,38,9,3,80,Low Risk,Good,Moderate,39.0,78,0.7866666666666666,Moderate,B
S2315,93,36,36,9,3,83,Low Risk,Excellent,Moderate,36.0,72,0.81,High,B
S2316,92,38,32,8,3,74,Moderate Risk,Excellent,Moderate,35.0,70,0.7733333333333334,Moderate,C
S2317,94,39,40,9,2,81,Low Risk,Excellent,Low,39.5,79,0.7466666666666666,Moderate,B
S2318,86,33,32,7,3,67,Moderate Risk,Good,Moderate,32.5,65,0.7200000000000001,Moderate,D
S2319,85,37,29,7,3,75,Low Risk,Good,Moderate,33.0,66,0.7166666666666667,Moderate,C
S2320,85,35,35,7,3,69,Moderate Risk,Good,Moderate,35.0,70,0.7166666666666667,Moderate,D
S2321,92,38,35,8,4,80,Low Risk,Excellent,Moderate,36.5,73,0.8400000000000002,High,B
S2322,79,34,33,8,3,65,Moderate Risk,Good,Moderate,33.5,67,0.73,Moderate,D
S2323,87,30,35,9,3,64,Moderate Risk,Good,Moderate,32.5,65,0.79,Moderate,D
S2324,82,34,34,7,3,69,Moderate Risk,Good,Moderate,34.0,68,0.7066666666666667,Moderate,D
S2325,85,26,37,6,3,51,Moderate Risk,Good,Moderate,31.5,63,0.6833333333333332,Moderate,E
S2326,85,36,26,6,3,60,Moderate Risk,Good,Moderate,31.0,62,0.6833333333333332,Moderate,D
S2327,90,35,37,8,3,78,Low Risk,Excellent,Moderate,36.0,72,0.7666666666666667,Moderate,C
S2328,82,26,27,7,3,49,High Risk,Good,Moderate,26.5,53,0.7066666666666667,Moderate,F
S2329,82,32,30,8,4,69,Moderate Risk,Good,Moderate,31.0,62,0.8066666666666666,High,D
S2330,90,33,35,9,2,71,Moderate Risk,Excellent,Low,34.0,68,0.7333333333333334,Moderate,C
S2331,74,33,32,6,2,58,Moderate Risk,Average,Low,32.5,65,0.58,Low,E
S2332,89,35,39,9,2,76,Low Risk,Good,Low,37.0,74,0.73,Moderate,C
